,earned,headline,hours,jobs,rate,skills
3870,$10k+,Web Developer,518,15,$55.00,"['HTML5', 'JavaScript', 'jQuery', 'AJAX', 'PHP', 'MySQL Administration', 'Bootstrap', 'WordPress', 'CSS3', 'Magento']"
3871,$10k+,"Researcher and writer, Ph.D. in Comparative Literature",535,26,$30.00,"['Academic Writing', 'Research Papers', 'Writing', 'Creative Writing', 'ESL Teaching']"
3872,$5k+,Internet Research Specialist and Data Entry Professional,284,6,$25.00,"['Microsoft Excel', 'Internet Research', 'Data Entry', 'Google Docs', 'Content Writing']"
3873,$10k+,Creative Writer and Professional Editor,512,39,$25.00,"['Editing', 'Article Writing', 'Blog Writing', 'Proofreading', 'Content Writing', 'Creative Writing', 'SEO Writing', 'Ghostwriting', 'Fiction Writing', 'Copyediting']"
3874,$5k+,Brand Ambassador with Data Entry and Sales experience,499,9,$13.00,"['Windows Media Connect', 'Adobe Creative Suite', 'Adobe Dreamweaver', 'CRM', 'Content Moderation', 'Transcription', 'Web Research', 'Sales', 'Acting', 'Photography']"
3875,$20k+,Experienced Business Designer | Branding + Design + Marketing,387,28,$89.00,"['Logo Design', 'Web Design', 'Brochure Design', 'Marketing Strategy', 'Packaging Design', 'Corporate Brand Identity', 'Email Marketing', 'Infographics', 'Advertising', 'Copywriting']"
3876,$20k+,Writer/Web Content Manager/Data Entry,"1,385",45,$12.50,"['Article Writing', 'Blog Writing', 'WordPress', 'Reviews', 'Product Descriptions', 'SEO Writing', 'Content Management', 'Data Entry', 'Virtual Assistant', 'Customer Service']"
3877,$30k+,Lead Generation Specialist for B2B Marketing Agencies,529,8,$85.00,"['Content Writing', 'Email Marketing', 'Lead Generation', 'Cold Calling', 'Outbound Sales', 'Marketing Automation', 'Qualitative Research']"
3878,$10k+,Web Developer,312,4,$40.00,"['WordPress', 'Wordpress Plugin', 'PSD to Wordpress', 'PHP', 'Python', 'Django', 'Flask', 'Web Hosting']"
3879,$30k+,Salesforce Architect/Lightning Expert/Manager,225,14,$95.00,['Salesforce.com']
3880,$100k+,PHP/MySQL/HTML5/CSS3/JavaScript/jQuery/Wordpress/Drupal/Joomla...,"7,472",36,$35.22,"['PHP', 'HTML5', 'HTML', 'CSS3', 'JavaScript', 'jQuery', 'JQuery Mobile', 'PSD to HTML', 'MySQL Administration', 'SQL']"
3881,$5k+,Research Administrator & MHA Candidate,244,1,$25.00,"['Project Management', 'Virtual Assistant', 'Spoken Communications Spoken', 'Computer Skills', 'Science Communication', 'HTML', 'Statistical Analysis', 'Data Entry']"
3882,$20k+,Professional Web Development & Design,670,32,$45.00,"['HTML5', 'CSS3', 'JavaScript', 'PHP', 'WordPress', 'jQuery', 'Frontend Development', 'Search Engine Optimization (SEO)', 'Sass', 'Accessibility']"
3883,$40k+,Microsoft Excel/Access/VBA Expert,"1,428",91,$36.00,"['Microsoft Access Administration', 'Microsoft Excel', 'VBA', 'SQL', 'Computer-Aided Design', 'SolidWorks', 'Autodesk Inventor', 'Minitab', 'Microsoft Word']"
3884,$100k+,NY Attorney and Adviser,"1,421",348,$75.00,"['Contract Law', 'Contract Drafting', 'Corporate Law', 'Litigation', 'Business Consulting', 'Legal Consulting', 'Privacy', 'Legal Research', 'Reputation Management', 'Legal Writing']"
3885,$40k+,Content Marketing and Writing Specialist,"2,311",37,$34.00,"['Public Relations', 'Copywriting', 'Event Planning', 'Editing', 'Copyediting', 'Microsoft Office', 'Media Relations', 'Advertising', 'Public Speaking', 'Research']"
3886,$20k+,Mobile Application Developer,474,10,$70.00,"['iOS Development', 'Swift', 'API Development', 'Python', 'Django', 'Mobile App Development', 'Object Oriented Programming (OOP)', 'Redis', 'XMPP']"
3887,$70k+,Medical researcher and chemical engineer,"1,053",73,$66.67,"['Medical Writing', 'Scientific Writing', 'Literature Review', 'Statistical Computing', 'Astracore Clinical Trials', 'Grant Writing', 'Editing', 'Medical Translation', 'Chemical Engineering', 'Fortran']"
3888,$5k+,Writer/Copywriter,215,59,$20.00,"['Copywriting', 'English Proofreading', 'Writing', 'Creative Writing', 'Web Design', 'Graphic Design', 'Photography', 'Photo Editing', 'Mobile Advertising', 'Pay Per Click Advertising']"
3889,$40k+,Full Stack Web Developer,"1,752",6,$35.00,"['PHP', 'JavaScript', 'Node.js', 'Go', 'MySQL Administration', 'HTML', 'CSS', 'Bootstrap', 'React.js', 'jQuery']"
3890,,Video Editor and Storyteller,,,,"['Video Editing', 'Video Production', 'Photo Editing', 'Scripting', 'Writing', 'Editing', 'Non-Linear Editing System', 'Video Post Editing', 'Graphic Design', 'Print Layout Design']"
3891,$30k+,Salesforce Lead Consultant and Developer,412,14,$140.00,"['Salesforce.com', 'Salesforce Apex', 'Visualforce', 'Salesforce App Development', 'MVC Framework', 'CRM', 'JavaScript', 'Bootstrap', 'CSS', 'HTML5']"
3892,$10k+,Assistant,"1,003",2,$12.50,"['Blog Writing', 'Proofreading', 'Virtual Assistant', 'Social Media Marketing', 'Administrate', 'Appointment Setting', 'Photo Editing']"
3893,$50k+,Project Management/Virtual Assistant extraordinaire,"3,514",13,$35.00,"['Microsoft Excel', 'Microsoft Word', 'Social Media Marketing', 'Virtual Assistant', 'Internet Research', 'Management Skills', 'Customer Service', 'Project Management', 'WordPress']"
3894,$10k+,Bookkeeper Quickbooks,772,17,$25.00,"['Account Reconciliation', 'Accounts Payable Management', 'Accounts Receivable Management', 'Intuit QuickBooks']"
3895,$40k+,MBA / Six Sigma Green Belt Certified Business Consultant,548,66,$70.00,"['Business Analysis', 'Business Planning', 'Market Research', 'Copywriting', 'Operations Management']"
3896,$10k+,Business Outreach Specialist,620,53,$30.00,"['Appointment Setting', 'Lead Generation', 'Internet Research', 'Email Handling', 'Customer Service', 'Cold Calling', 'CRM', 'Community Outreach', 'Call Handling', 'Records Management']"
3897,$30k+,Electrical Engineer,552,32,$80.00,"['PCB Design', 'Analog Electronics', 'Digital Electronics', 'Electronics', 'Electronic Design', 'Electrical Engineering']"
3898,,"2D Animation, Illustration",,,,"['2D Animation', 'Cartooning', 'Illustration', 'Adobe Flash', 'Animation', 'Adobe After Effects', 'Motion Graphics', 'Adobe Photoshop']"
3899,$30k+,Administrative Assistant,"2,918",15,$22.50,
3900,$9k+,"Full Stack Developer (React, Angular, Laravel, Django, Node.js)",216,5,$60.00,"['React.js', 'Angular 2', 'Laravel Framework', 'Express Js', 'Django', 'PHP', 'JavaScript', 'Python', '.NET Framework', 'Node.js']"
3901,$5k+,Social Media Management & Marketing,293,7,$30.00,"['Social Media Marketing', 'Social Media Management', 'Internet Marketing', 'Facebook Marketing', 'Messenger Marketing', 'Social Media Optimization (SMO)', 'Instagram Marketing', 'Content Creation', 'Graphic Design', 'Digital Marketing']"
3902,$10k+,GIS Analyst and Cartographer,648,1,$15.00,['Adobe Flash']
3903,$3k+,Website Development Associate,240,1,$15.00,"['Website Development', 'Social Media Optimization (SMO)', 'Market Research', 'Press Release Writing', 'Marketing Strategy', 'Marketing Communications', 'Email Marketing', 'Social Media Marketing', 'Customer Service', 'Google Docs']"
3904,$5k+,Seasoned Administrative Professional and Project Manager,209,2,$35.00,"['Executive Assistant', 'Project Management', 'Customer Service', 'Employee Training', 'Digital Marketing', 'Copyediting', 'Writing']"
3905,$2k+,Virtual Assistant,219,5,$18.00,"['Microsoft Office', 'Direct Marketing', 'Data Entry', 'Internet Research', 'Social Media Marketing', 'Social Media Management', 'Presentations', 'Management Skills', 'Travel Planning', 'Calendar Management']"
3906,$10k+,"Art Director, Graphic Designer",202,8,$70.00,"['Graphic Design', 'Print Design', 'Print Layout Design', 'Logo Design', 'Branding', 'Presentations', 'WordPress', 'Art Direction', 'Creative Direction', 'Web Design']"
3907,$5k+,Virtual Personal Assistant,655,4,$15.00,"['Microsoft Excel', 'Microsoft Word', 'Microsoft Office', 'Data Entry', 'Market Research', 'Marketing Strategy', 'Ecommerce Platform Development', 'Social Media Marketing', 'Content Management', 'Content Marketing']"
3908,$10k+,Linux hacker,230,15,$90.00,"['Raspberry Pi', 'C++', 'Kernel', 'Android', 'DevOps', 'Cryptocurrency', 'Bitcoin', 'Embedded Linux', 'System Programming', 'Linux System Administration']"
3909,$5k+,Digital Marketing Specalist with a Sales Background,205,6,$30.00,"['Facebook Marketing', 'Internet Recruiting', 'Web Design', 'Instagram Marketing', 'Blog Writing']"
3910,$30k+,"Premium Shopify, WordPress, & Squarespace Work. Expert themes & tweaks",533,97,$56.00,"['WordPress', 'Shopify', 'SquareSpace', 'Web Design', 'HTML', 'PHP', 'CSS', 'Teaching Mathematics', 'JavaScript', 'jQuery']"
3911,$10k+,Editor and Writer,362,40,$40.00,"['Translation French English', 'Creative Writing', 'Resume Writing', 'English Tutoring', 'Blog Writing', 'Internet Research', 'English Grammar', 'English Spelling']"
3912,$30k+,"Marketing, Branding, and Digital Strategy Consultant",483,14,$200.00,"['Digital Strategy', 'Growth Hacking', 'Marketing Strategy', 'Content Strategy', 'Digital Marketing', 'Google AdWords', 'Customer Retention', 'Search Engine Optimization (SEO)', 'Inbound Marketing', 'Social Media Marketing']"
3913,$30k+,"Certified PowerPoint Guru, DTP, Proposal Mgr, and Graphic Designer",870,177,$55.00,"['Microsoft Word', 'Microsoft PowerPoint', 'Adobe InDesign', 'Adobe Illustrator', 'Microsoft Publisher', 'Adobe Photoshop', 'Presentations', 'Word Processing', 'Graphic Design', 'Infographics']"
3914,$8k+,Ad Operations Specialist,343,1,$40.00,"['DoubleClick for Publishers', 'Google Analytics', 'Microsoft Excel', 'Adobe Photoshop']"
3915,$30k+,Direct Response Sales Copywriter,317,63,$110.00,"['Copywriting', 'Direct Marketing', 'Marketing Strategy', 'Pay Per Click Advertising', 'Google AdWords', 'Facebook Marketing', 'Pay Per Click', 'ClickBank']"
3916,$30k+,PowerPoint & Keynote Presentation Specialist,856,48,$58.00,"['Adobe Creative Suite', 'Keynote', 'Microsoft PowerPoint', 'Visualization', 'Graphic Design']"
3917,$10k+,"Web Development, Linux Administration",684,11,$25.00,"['HTML', 'PHP', 'Linux System Administration', 'MySQL Programming', 'WordPress', 'CSS', 'JavaScript', 'Node.js', 'Lua', 'Bootstrap']"
3918,$50k+,Expert Website and Academic Writer/Editor & Professional Photographer,"2,887",107,$42.50,"['Editing', 'Writing', 'Proofreading', 'SEO Writing', 'Copywriting', 'Copyediting', 'Research', 'Photography', 'Adobe Photoshop', 'Adobe Photoshop Lightroom']"
3919,$70k+,"Writer, Editor, and Proofreader","2,208",41,$75.00,"['Copyediting', 'Editing', 'Article Writing', 'Blog Writing', 'Proofreading', 'Copywriting', 'Christian Theology']"
3920,$7k+,QA Tester,612,1,$12.00,"['English Grammar', 'Customer Service', 'Microsoft Office', 'Computer Skills', 'Software QA Testing', 'Customer Experience', 'Microsoft Word', 'Typing', 'Cultural Adaptation', 'Management Skills']"
3921,$3k+,Virtual Assistant-Web research-Customer Service-Writer-Social Media,268,18,$14.00,"['Microsoft Word', 'Google Sheets', 'Microsoft Excel', 'Organizational Behavior', 'Slack', 'Asana', 'Google Docs', 'Workday', 'WordPress']"
3922,$40k+,Sr. React | React Native | NodeJS | RoR | Firebase Developer,653,18,$100.00,"['React.js', 'Node.js', 'Firebase', 'Redux for JavaScript', 'React Native', 'Ruby on Rails', 'Fastlane', 'Continuous Integration']"
3923,$9k+,Content Strategist & ClickFunnels Expert,240,4,$60.00,"['Project Management', 'Content Strategy', 'Email Marketing', 'Lead Generation', 'ClickFunnels', 'Sales Funnel Copywriting']"
3924,$10k+,Customer Service/Sales Specialist,599,1,$20.00,"['Customer Service', 'Customer Support', 'Sales', 'Social Media Marketing', 'Shopify Templates', 'Shopify', 'Email Handling']"
3925,$10k+,Packaging | Branding | Graphic Design | Logos | Corporate ID,237,23,$75.00,"['Adobe Creative Suite', 'Label and Package Design', '2D Design', 'Brand Marketing', 'Graphic Design', 'Print Design', 'Format & Layout', '3D Rendering']"
3926,$10k+,"I have many different skills, and have many talents",656,6,$25.00,"['Data Entry', 'Creative Writing', 'Resume Writing', 'Internet Research', 'Research Papers', 'Academic Editing', 'Content Editing', 'Database Management', 'Property Management', 'Proposal Writing']"
3927,$3k+,Virtual Assistant | Digital Marketer | Youtube & Instagram Specialist,336,6,$20.00,"['Data Entry', 'Internet Research', 'Microsoft Excel', 'Social Media Management', 'Social Media Optimization (SMO)', 'YouTube Development', 'YouTube Marketing', 'Search Engine Optimization (SEO)', 'Social Media Marketing', 'Instagram Marketing']"
3928,$20k+,Full-Stack Developer,284,1,$50.00,"['JavaScript', 'React.js', 'Redux for JavaScript', 'PHP', 'WordPress', 'Node.js', 'Meteor']"
3929,$6k+,Administrative Assistant-Information Technology,668,2,$10.00,"['Administrative Support', 'Receptionist Skills', 'Data Engineering', 'Microsoft Outlook', 'Microsoft Word', 'Microsoft Office', 'Helpdesk', 'Customer Service', 'Marketing Communications', 'Microsoft Certified Information Technology Professional (MCITP)']"
3930,$10k+,"Organizational Management, Project Management, and Branding Expert",394,1,$50.00,"['Project Management', 'Organizational Behavior', 'Business Consulting', 'Branding', 'Business Writing', 'Print Layout Design', 'Press Release Writing', 'Business Proposal Writing', 'Business Card Design', 'Adobe Creative Suite']"
3931,$6k+,Quality Assurance Tester,747,1,$8.00,['Excel VBA']
3932,$3k+,Medical Translator,278,1,$15.00,"['Adobe Flash', 'Adobe Audition', 'Adobe Dreamweaver', 'Windows Media Connect', 'Translation English Spanish', 'Translation Spanish English']"
3933,,"Expert Electrical Engineer for IoT, Embedded System & Altium Designer",,,,"['Electrical Engineering', 'Microcontroller Programming', 'Embedded Systems', 'Arduino', 'Firmware Engineering', 'PCB Design', 'Android App Development', 'iOS Development', 'Electronic Design', 'Digital Electronics']"
3934,$10k+,"Versatile Cleric, from Medical Billing to Data Mining/Entry",527,6,$18.75,"['Data Entry', 'Microsoft Excel', 'Medical Billing and Coding', 'Clerical Skills', 'Data Mining', 'Spreadsheets', 'Bookkeeping']"
3935,,Experienced Digital Marketing and Advertising Manager,,,,"['Advertising', 'Social Media Marketing', 'Digital Media', 'B2B Marketing', 'Marketing Strategy', 'Facebook Marketing', 'Account Management', 'Customer Service', 'Campaign Management', 'Google AdWords']"
3936,$20k+,Full Stack Developer / WordPress SEO Analytics Cloud Computing,483,9,$75.00,"['WordPress', 'HTML5', 'Search Engine Optimization (SEO)', 'Google AdWords', 'CSS3', 'AWS Application', 'Google Cloud Platform', 'WebHost Manager (WHM)', 'Bootstrap', 'Instructional Design']"
3937,$30k+,News Writer and Editor,"1,089",1,$45.00,"['Editing', 'Copyediting', 'News Writing Style', 'Press Release Writing', 'Research', 'SEO Writing']"
3938,$10k+,"Logo, Graphic & Web Designer",368,3,$30.00,"['Sketch App', 'Adobe Photoshop', 'Adobe Illustrator', 'Photography', 'Graphic Design', 'Logo Design', 'Invision', 'Keynote', 'WordPress']"
3939,$5k+,Expert Blog and Article Writer | Press Release Writer | SEO Writer,282,16,$40.00,"['SEO Writing', 'SEO Keyword Research', 'Blog Writing', 'Press Release Writing', 'Press Advertising', 'Social Media Marketing', 'Digital Marketing', 'Google AdWords', 'WordPress', 'CSS']"
3940,$10k+,Experienced writer and editor with HTML/wiki/Google Docs knowledge,247,21,$29.00,"['Google Docs', 'Microsoft Excel', 'Microsoft PowerPoint', 'WordPress', 'Microsoft Word', 'HTML', 'Data Entry', 'Interviewing', 'Political Science', 'Sports Writing']"
3941,$30k+,Mechanical and Electrical Engineer,571,5,$70.00,"['SolidWorks', 'AutoCAD', 'Mechanical Design', 'Mechanical Engineering', 'Electrical Engineering', 'CNC Programming', 'Fusion 360', 'Finite Element Analysis', '3D Printing', 'Product Design']"
3942,$10k+,Motivated Customer Service Representative / Assistant,640,2,$25.00,"['Customer Service', 'Microsoft Office', 'Adobe Creative Suite', 'Time Management', 'Graphic Design', 'Photography', 'Dispatch', 'Phone Support', 'Photo Manipulation', 'Photo Editing']"
3943,$70k+,Senior Mobile app & Website Software Engineer,"1,008",14,$70.00,"['Symfony', 'iOS Development', 'Android App Development', 'Swift', 'Objective-C', 'PHP', 'Java', 'JavaScript']"
3944,$10k+,Magento and Wordpress Developer / Network Engineer AWS Solutions,382,5,$25.00,"['Magento', 'WordPress', 'Magento 2', 'CSS3', 'HTML5', 'JavaScript', 'Drupal', 'Shopify', 'Wordpress Theme', 'Wordpress Multisite']"
3945,$4k+,Top Rated | Virtual Assistant | Childcare & Education |Translator(E/S),322,7,$16.00,"['Spreadsheets', 'Organizational Behavior', 'Microsoft Word', 'Microsoft Excel', 'Accounts Receivable Management', 'Bookkeeping', 'Translation', 'School Management & Record Tracking SMART', 'Infinite Campus', 'Google Docs']"
3946,$9k+,Expert Researcher/Virtual Assistant/Program Manager/Recruiter,396,38,$22.00,"['Internet Research', 'Microsoft Office', 'Project Management', 'Recruiting', 'Microsoft Excel', 'Data Mining', 'CRM', 'LinkedIn Recruiting', 'Virtual Assistant', 'Marketing Research']"
3947,$10k+,Customer Service & Operations Management Expert,"1,089",4,$20.00,"['Microsoft Office', 'Email Technical Support', 'Technical Support', 'Data Entry', 'Email Handling', 'Email Etiquette', 'Account Management', 'Phone Support', 'Customer Support', 'Chat Support']"
3948,$10k+,"Excel / Google Sheets Dashboards, Financial Modeling, and Analytics",332,12,$55.55,"['Microsoft Excel', 'Excel VBA', 'Google Sheets', 'Data Visualization', 'Financial Modeling', 'Financial Analysis', 'Market Research']"
3949,$6k+,PPC Specialist,275,1,$22.00,"['Editing', 'SEO Writing', 'Blog Writing', 'Google AdWords', 'Pay Per Click Advertising', 'Bing Ads']"
3950,$200k+,principal engineer,"1,925",11,$83.33,
3951,$20k+,Virtual assistant,"1,718",10,$16.67,"['Data Entry', 'Event Planning', 'Appointment Setting', 'Travel Agent', 'Customer Service', 'Transcription', 'Internet Research', 'Calendar Management', 'Google Calendar Development', 'Telephone Handling']"
3952,,Graphic Designer,,,,"['Typography', 'Graphic Design', 'Motion Graphics', 'Video Editing', 'Photography', 'HTML', 'CSS', 'WordPress', 'Web Design']"
3953,$30k+,Package Design Specialist with Strategic Approach,508,61,$95.00,"['Packaging Design', 'Brochure Design', 'Logo Design', 'Adobe Illustrator', 'Adobe Photoshop', 'Cartooning', 'Adobe InDesign', 'Label and Package Design', 'Trade Show Exhibition Design', 'Adobe Creative Suite']"
3954,$100k+,"Professional editor, ghostwriter, children's book specialist","2,696",427,$43.75,"['English Spelling', 'Editing', 'English Proofreading', 'Feature Writing', 'Fiction Writing', 'Journalism Writing', 'Microsoft Word', 'Non-Fiction Writing']"
3955,$10k+,Data Entry Professional,"1,267",31,$11.63,"['Transcription', 'Article Writing', 'Data Entry', 'Proofreading']"
3956,$100k+,Outbound Lead Generation and Direct Sales,"3,647",17,$50.00,"['Business Development', 'Business Analysis', 'Data Mining', 'Lead Generation', 'CRM']"
3957,$30k+,Project Manager and Smartsheet Expert,906,17,$50.00,"['Project Management Professional', 'Smartsheet', 'Project Planning', 'Strategic Planning', 'Trello', 'Process Improvement', 'Project Portfolio Management', 'Project Management']"
3958,,"Customer Service, Virtual Assistant, Administrative",,,,"['Virtual Assistant', 'Customer Service', 'Call Handling', 'Email Handling', 'Data Entry', 'Real Estate IDX', 'Phone Support', 'Chat Support', 'Telephone Handling', 'Typing']"
3959,,Seasoned Upwork Maven | Marketing & PR Leader at S.W. & Associates,,,,"['Marketing Strategy', 'Public Relations', 'YouTube Marketing', 'Facebook Marketing', 'Advertising', 'Video Editing', 'Google AdWords', 'Audio Editing', 'Internet Research', 'Creative Strategy']"
3960,$200k+,zeek the geek,"5,338",49,$100.00,"['Linux System Administration', 'Perl', 'Python', 'Unix System Administration', 'jQuery', 'PHP', 'MySQL Administration', 'Oracle Database', 'Informix Administration', 'Java']"
3961,$100k+,Advanced Content Manager/Editor with WordPress experience,"5,946",5,$30.00,"['WordPress', 'Content Management', 'Content Writing', 'API Development', 'Microsoft Excel', 'Microsoft Office', 'Google Docs', 'Internet Research', 'Program Management', 'Google Sheets']"
3962,$20k+,"Expert Developer, Designer, SEO & eCommerce Consultant",275,52,$70.00,"['PHP', 'WordPress', 'Magento', 'Ecommerce Platform Development', 'HTML5', 'Search Engine Optimization (SEO)', 'Joomla', 'MySQL Administration', 'CSS3', 'CSS']"
3963,$100k+,Amazon Sales and Growth Management Expert Agency,"2,163",31,$40.00,"['Amazon Webstore', 'Amazon Web Services', 'Ecommerce Platform Development', 'Pay Per Click', 'Search Engine Optimization (SEO)', 'Sourcing', 'Contract Manufacturing', 'Business Analysis', 'Business Coaching', 'Market Research']"
3964,$3k+,"Creative writer, editor, and proofreader.",,,$10.00,
3965,$7k+,Web Research/Data Entry,275,47,$18.50,"['Internet Research', 'Research', 'Data Entry', 'Microsoft Excel', 'Microsoft Word', 'Google Docs', 'Data Cleansing', 'Format & Layout']"
3966,$90k+,Creative Web Developer with 20 Years of Professional Experience,"3,688",33,$50.00,"['Adobe Flash', 'ActionScript 3', 'ActionScript', 'PHP', 'SQL', 'MySQL Administration', 'JavaScript', 'XML', 'HTML5', 'CSS']"
3967,$50k+,Business Concierge Services,"2,070",30,$50.00,"['Call Center Management', 'Telemarketing', 'Telephone Handling', 'Email Handling', 'Sales', 'Outbound Sales', 'Customer Support', 'Customer Retention', 'Customer Service']"
3968,$30k+,Professional Medical Writer with High-Tech Experience,306,53,$300.00,"['Medical Writing', 'Data Analytics', 'Scientific Research', 'Copyediting', 'Grant Writing', 'Search Engine Optimization (SEO)', 'Medical Informatics', 'Electronic Medical Record (EMR)', 'Medical Devices', 'Biotechnology']"
3969,$30k+,Administrative Support Specialist,"5,503",50,$10.00,"['English', 'General Office Skills', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'WordPress', 'Computer Skills', 'Data Mining']"
3970,$40k+,Writer | Content Strategist | Curriculum Developer | Marketer,685,39,$85.00,"['Public Speaking', 'Writing', 'Editing', 'Research', 'Microsoft PowerPoint', 'Articulate', 'Curriculum Development', 'Copywriting', 'Creative Writing', 'Social Media Management']"
3971,$10k+,Experienced Executive Virtual Professional,"1,343",19,$15.00,"['Data Entry', 'Customer Service', 'Microsoft Word', 'Phone Support', 'Typing', 'Email Handling', 'Customer Support', 'Internet Research', 'Administrative Support', 'Telephone Handling']"
3972,$80k+,Instrumentation Engineer / Technical Writer,"7,020",41,$20.00,"['Technical Writing', 'Electronics', 'C++', 'Microsoft Excel', 'Analytics', 'Website Analytics', 'Customer Support', ""User's Guide Writing"", 'Graphic Design']"
3973,$60k+,Male Voice Talent | Voice Actor | Voiceover Artist,413,237,$45.00,"['Voice Over', 'Voice Talent', 'Male Voice Over', 'Voice Acting', 'Voice Over American Accent', 'Audio Production', 'Voice Over English', 'Adobe Audition', 'Audio Editing', 'Copywriting']"
3974,$80k+,WordPress - Woocommerce,"1,722",60,$84.99,"['WordPress', 'Woocommerce', 'Graphic Design', 'Adobe Photoshop', 'Platform Migration', 'Web Host Manager', 'Web Design', 'Website Development', 'PSD to Wordpress', 'SquareSpace']"
3975,$30k+,Certified Public Accountant,685,7,$50.00,"['Accounting', 'Bookkeeping', 'Intuit QuickBooks', 'Microsoft Excel', 'Tax Preparation', 'Bank Reconciliation', 'Payroll Processing']"
3976,$20k+,"Web API Integrator (Zapier, Webhooks, RESTful API)",430,57,$50.00,"['Zapier', 'JavaScript', 'HTML', 'CSS', 'Microsoft Office 365', 'Google Apps', 'REST', 'API Development', 'Google APIs', 'Google Forms']"
3977,$20k+,"Reliable and Professional Document Specialist, Editor, and Proofreader",458,45,$40.00,"['Microsoft Word', 'Format & Layout', 'Microsoft Excel', 'Software Documentation', 'Microsoft Outlook', 'Editing', 'Search Engine Optimization (SEO)', 'Proofreading', 'Microsoft PowerPoint']"
3978,$50k+,Facebook Ads Expert | AdWords Certified | Social Media Expert,836,65,$75.00,"['Facebook Marketing', 'Social Media Management', 'Social Media Marketing', 'Google AdWords', 'Twitter Marketing', 'YouTube Marketing', 'Instagram Marketing', 'Social Media Optimization (SMO)', 'Pay Per Click Advertising']"
3979,$80k+,Professional Editor and Proofreader,782,295,$30.00,"['Editing', 'English', 'English Proofreading', 'English Grammar', 'English Punctuation', 'English Spelling']"
3980,$30k+,PDF Expert (Fillable PDF Form | PDF Edit | Livecycle | Docusign),520,187,$33.00,"['Microsoft Excel', 'Microsoft Word', 'Microsoft PowerPoint', 'Adobe Acrobat', 'Adobe PDF', 'PDF Conversion', 'Adobe Photoshop', 'Document Conversion', 'Editing', 'Adobe LiveCycle Designer']"
3981,$100k+,Experienced Administrative Professional/Project Manager,"11,976",70,$12.50,
3982,$60k+,"virtual assistant,receptionist,secretary,phone support","8,463",67,$16.67,"['Virtual Assistant', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Internet Research', 'Selling', 'Email Marketing', 'Email Handling']"
3983,$100k+,"Civil & Structure Engineer, Architect and Estimator","1,120",144,$45.00,"['Architecture', 'Engineering Drawing', 'Quantity Surveying', 'Civil Engineering', 'AutoCAD', 'Graphic Design', 'Adobe Illustrator', 'Adobe Photoshop', 'Structural Engineering']"
3984,$300k+,#1 Legal Blog Writer|Legal Writer|SEO|Project Manager|Blogging,"4,835",573,$100.00,"['Academic Writing', 'Online Writing', 'Business Writing', 'Editing', 'Content Writing', 'English', 'Legal Writing', 'Legal Research']"
3985,$60k+,Cloud Architect with multiple (6) AWS certifications.,749,32,$150.00,"['Linux System Administration', 'Amazon EC2', 'Amazon S3', 'Bash Shell Scripting', 'DevOps', 'Ansible', 'Jenkins', 'Puppet Administration']"
3986,$70k+,Graphic Art & Design,294,484,$25.00,"['Logo Design', 'T-Shirt Design', 'Corporate Brand Identity', 'Business Card Design', 'Brochure Design', 'Label and Package Design', 'Adobe Illustrator', 'Adobe Photoshop', 'Computer Skills', 'Web Design']"
3987,$10k+,"Tech Savvy Virtual Assistant: WordPress, BizDev, Project Mgmt, OSS",537,26,$55.00,"['Technical Documentation', 'WordPress', 'Wordpress Plugin', 'Project Management', 'Content Management', 'Process Improvement', 'Marketing Strategy', 'Microsoft Office', 'Quality Control', 'Open Source']"
3988,$90k+,eLearning module Specialist/Web Developer,982,35,$60.00,"['Articulate Storyline', 'HTML5', 'XML', 'Java', 'JavaServer Faces (JSF)', 'J2EE', 'Adobe Captivate', 'PrimeFaces', 'e-Learning', 'Google Analytics']"
3989,,Senior Full Stack Designer,,,,"['Responsive Web Design', 'Web Design', 'Frontend Development', 'CSS3', 'HTML5', 'PHP', 'Adobe Photoshop', 'Adobe Illustrator', 'WordPress', 'Sass']"
3990,$30k+,Proofreader/Editor/Writer/Admin Extraordinaire,831,89,$25.00,"['English Proofreading', 'Editing', 'Microsoft Word', 'PDF Conversion', 'Medical Transcription', 'Legal Transcription', 'Proofreading', 'Writing']"
3991,$100k+,Marketing & Social Media Management Professional,"6,551",81,$33.00,"['Social Media Marketing', 'Internet Marketing', 'Google AdWords', 'Google Analytics', 'Event Planning']"
3992,$10k+,Fashion / Accessories / Textile / Designer,353,63,$45.00,"['Adobe Illustrator', 'Adobe Photoshop', 'Illustration', 'Graphic Design', 'Print Design', 'Print Layout Design', 'Fashion Design', 'Textile Engineering', 'Style Guide Development', 'Research']"
3993,$9k+,Content Writing/Social Media Management/VA Support,479,19,$25.00,"['CRM', 'Google Docs', 'Writing', 'Editing', 'ActiveCampaign', 'Social Media Marketing', 'Internet Research', 'Graphic Design', 'Data Entry', 'Microsoft Office']"
3994,$20k+,"Professional Writer, Copyeditor, and Proofreader","1,162",83,$30.00,"['Copyediting', 'Technical Editing', 'Proofreading', 'Copywriting', 'Christian Theology', 'Chicago Manual of Style', 'Piano Performance']"
3995,$40k+,Concept development and copywriting,266,89,$67.00,"['Content Management', 'Copywriting', 'Article Writing', 'Broadcast Advertising', 'Print Advertising']"
