,earned,headline,hours,jobs,rate,skills
1758,$30k+,UX/UI Designer,772,31,$60.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Invision', 'Sketch', 'Web Design', 'Mobile UI Design', 'User Experience Design', 'User Interface Design', 'User Centered Design', 'Wireframing']"
1759,$7k+,Freelance Graphic Designer,234,2,$50.00,"['Graphic Design', 'Adobe InDesign', 'Adobe Photoshop', 'Adobe Illustrator', 'Email Marketing', 'Creative Writing', 'Marketing Strategy', 'Social Media Marketing']"
1760,$4k+,Leadership Training & Development Specialist | Writer,479,4,$20.00,"['Content Writing', 'Data Analytics', 'Presentations', 'Communications', 'Customer Service', 'Social Media Management', 'Research']"
1761,$4k+,Virtual Personal Assistant,306,2,$22.00,"['Social Media Marketing', 'Customer Service', 'Email Handling', 'Adobe Photoshop', 'Photography', 'Computer Skills', 'Organizational Behavior', 'Communications']"
1762,$6k+,Email Marketing Specialist,210,6,$29.00,"['Email Marketing', 'Email Deliverability', 'Adobe Dreamweaver', 'HTML', 'Adobe Photoshop', 'CSS', 'Microsoft Word', 'Microsoft Excel', 'Marketing Automation']"
1763,$10k+,Contract Paralegal and Certified Legal Document Preparer,225,26,$40.00,"['Paralegal Services', 'Legal Consulting', 'Document Review', 'Drafting', 'Internet Research', 'Legal Research', 'Legal Writing', 'Letter Writing', 'Adobe PDF', 'Microsoft Office']"
1764,$50k+,PPC & SEO Build/Review/Audit/Rebuild. Certified Google AdWords Partner,328,65,$55.00,"['Google AdWords', 'Pay Per Click Advertising', 'Pay Per Click', 'SEO Keyword Research', 'SEO Audit', 'Full-text Search Engines', 'Search Engine Marketing (SEM)', 'Google Search', 'YouTube Marketing', 'Landing Pages']"
1765,$20k+,Virtual Assistant,"1,057",8,$30.00,"['Virtual Assistant', 'Email Handling', 'Project Scheduling', 'Social Media Management', 'Marketing Strategy', 'Business Development', 'Travel Planning', 'Brand Consulting', 'Administrative Support', 'Entrepreneurship']"
1766,$30k+,Visionary Graphic Designer and Illustrator,746,4,$40.00,"['Advertising', 'Brand Marketing', 'Concept Design', 'Conversion Rate Optimization', 'Print Design', 'Print Layout Design', 'Project Management', 'Typography', 'Visualization', 'Web Design']"
1767,$10k+,"Virtual Assistant, Transcriptionist, Writer, Voice Over Actress",456,10,$30.00,"['Content Writing', 'Creative Writing', 'Editing', 'MailChimp', 'Microsoft Excel', 'Microsoft Word', 'Research', 'Transcription', 'Voice Over', 'Voice Talent']"
1768,$20k+,"CPA, Real Estate Accounting","1,016",40,$50.00,"['Certified Public Accountant (CPA)', 'Tax Preparation', 'Accounting', 'Bookkeeping', 'Financial Accounting', 'Financial Reporting', 'Intuit QuickBooks', 'Xero', 'Real Estate Management']"
1769,$10k+,"circuit design, PCB layout, firmware development, c coding",286,9,$50.00,"['Circuit Design', 'PCB Design', 'Print Layout Design', 'Electrical Engineering', 'Embedded Systems', 'Microcontroller Programming']"
1770,$80k+,Expert Virtual Assistant 12+ Years Experience.,"3,621",34,$38.00,"['Data Entry', 'Internet Research', 'Telemarketing', 'Appointment Setting', 'Virtual Assistant', 'Customer Service', 'Transcription', 'Intuit QuickBooks', 'Lead Generation', 'Administrative Support']"
1771,$10k+,Product Photography / Photo Editing / Photo Manipulation,344,97,$60.00,"['Photography', 'Photo Editing', 'Adobe Photoshop', 'Adobe Photoshop Lightroom', 'Adobe Creative Suite', 'Photo Retouching', 'Photo Manipulation', 'Digital Photography', 'Amazon Web Services', 'Microstock Photography']"
1772,$7k+,Writer and Editor,524,31,$25.00,"['Non-Fiction Writing', 'Editing', 'Proofreading']"
1773,$10k+,Virtual Assistant. Professional Writer.,866,50,$22.00,"['Administrative Support', 'Content Writing', 'Blog Writing', 'Ghostwriting', 'Resume Writing', 'Cover Letter Writing', 'LinkedIn Development', 'Research', 'Presentations']"
1774,$8k+,Professional Editor and Writer experienced with Publishing,298,24,$40.00,"['Copyediting', 'Virtual Assistant', 'Content Writing', 'Article Writing', 'English Proofreading']"
1775,$80k+,"Graphic design (Greeting Card, surface design, gift bag, pattern)","2,664",17,$30.00,"['Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Logo Design', 'Illustration', 'Icon Design', 'Print Layout Design']"
1776,$5k+,Writing by a seasoned professional,254,6,$22.00,"['Administrative Support', 'Writing', 'Creative & Talent']"
1777,$100k+,Professional Graphic Designer,"2,568",136,$75.00,"['Adobe InDesign', 'Adobe Photoshop', 'Adobe PDF', 'Adobe Illustrator', 'Microsoft Word']"
1778,$30k+,Technology Consultant,640,18,$45.00,"['Embedded Systems', 'Mobile App Development', '3D Modeling', 'Image Processing', 'Software QA Testing', 'CouchDB', 'Electronic Design', 'Financial Modeling', 'Distributed Computing']"
1779,$30k+,A legal writer who knows how to write for non-legal masses.,912,59,$45.00,"['Legal Writing', 'Academic Writing', 'Creative Writing', 'Article Writing', 'Editing', 'Legal Research', 'Desktop Publishing', 'Book Writing']"
1780,$10k+,"Wordpress, Woocommerce, Opencart, PHP, UI UX",319,57,$15.00,"['WordPress', 'Woocommerce', 'OpenCart', 'PHP', 'User Interface Design', 'CSS3', 'HTML5', 'BuddyPress', 'Shopify', 'Graphic Design']"
1781,$2k+,Virtual Assistant,222,15,$12.50,"['Internet Research', 'Violin Performance', 'Typing', 'Organizational Behavior', 'Transcription', 'Time Management', 'Active Listening', 'Microsoft PowerPoint', 'English Tutoring', 'Adobe PDF']"
1782,$7k+,Illustration Artist,307,17,$25.00,"['Graphic Design', 'Illustration', 'Adobe Illustrator', 'Adobe Photoshop', 'Still Life Painting', 'Digital Painting', 'Comic Art', 'Comic Writing', 'Sequential Art', 'Storyboarding']"
1783,$20k+,Camtasia Pro // Video Editor // Let's make awesome videos,778,59,$25.00,"['Camtasia', 'Video Editing', 'Audio Editing', 'Video Production', 'Voice Over', 'Technical Editing', 'Audacity', 'Video Conversion', 'SnagIt', 'e-Learning']"
1784,$10k+,Creative Writer and Professional Editor,512,39,$25.00,"['Editing', 'Article Writing', 'Blog Writing', 'Proofreading', 'Content Writing', 'Creative Writing', 'SEO Writing', 'Ghostwriting', 'Fiction Writing', 'Copyediting']"
1785,$9k+,Experienced Real Estate Property Manager,682,5,$13.00,
1786,$50k+,Magento/Wordpress Developer,"1,892",48,$50.00,"['Magento', 'PHP', 'JavaScript', 'WordPress', 'Magento 2', 'HTML', 'PSD to HTML', 'CSS3', 'CSS', 'jQuery']"
1787,,eMail Marketing Specialist,,,,"['Email Marketing', 'HTML', 'Graphic Design', 'Banner Ads', 'Banner Ad Design', 'Data Analytics', 'Salesforce.com', 'Marketing Cloud Marketing', 'MailChimp', 'Automation']"
1788,$10k+,"Journalist, Editor and Legal Writing",513,35,$35.00,"['Editing', 'Editorial Writing', 'Copywriting', 'Proofreading', 'Legal Writing', 'Legal Research', 'Writing', 'Interviewing', 'Journalism Writing', 'Copyediting']"
1789,$40k+,Freelancer,"2,245",10,$45.00,
1790,$40k+,"Proposal Writer, Manager, Editor, and Reviewer",849,43,$75.00,"['Writing', 'Editing', 'Proposal Writing', 'Business Proposal Writing', 'Federal Acquisition Regulations', 'Business Development', 'Public Health', 'Templates', 'Proofreading', 'International Development']"
1791,$10k+,Creative Director,415,31,$55.00,"['Marketing Strategy', 'Website Development', 'Shopify', 'SquareSpace', 'MailChimp', 'Constant Contact', 'Social Media Marketing', 'Graphic Design', 'Email Marketing', 'Brand Marketing']"
1792,$20k+,Professional Data & Research Analyst,"2,023",147,$16.00,"['Internet Research', 'Market Research', 'Data Collection', 'Data Analytics', 'Data Mining', 'Data Scraping', 'Data Entry', 'Microsoft Excel', 'Contract Manufacturing', 'Product Management']"
1793,$90k+,White paper and landing page specialist who helps you find your voice,"1,854",179,$100.00,"['B2B Marketing', 'Business Writing', 'Marketing Strategy', 'Content Writing', 'Blog Writing', 'Communications', 'SEO Writing', 'Business Analysis', 'Corporate Strategy', 'Copywriting']"
1794,$4k+,Administrative Assistant Professional,450,15,$15.00,"['eBay Listing/Writing', 'Tax Preparation', 'Administrative Support', 'Microsoft Excel', 'Data Entry', 'English Proofreading', 'Financial Accounting', 'Supervisory Skills', 'Technical Editing', 'Microsoft Word']"
1795,$20k+,Node.JS Developer,"1,224",10,$25.00,"['JavaScript', 'Node.js', 'React.js', 'GraphQL', 'MongoDB', 'Mocha', 'Webpack']"
1796,$10k+,PHP/WordPress/Magento/Moodle Senior Developer,"1,026",26,$12.00,"['HTML', 'WordPress', 'Moodle', 'Magento', 'AngularJS', 'Node.js', 'React.js', 'Express Js', 'PHP', 'Laravel Framework']"
1797,$5k+,Doctoral Candidate,211,7,$25.00,"['Academic Writing', 'Content Writing', 'Research', 'Editing', 'Medical Writing', 'Animal Husbandry', 'Health Technology', 'Public Health', 'Medical Translation', 'Technical Writing']"
1798,$2k+,"Software programmer .net, php, mobile applications",211,8,$35.00,"['English', 'Management Skills', 'PHP', 'Shopify', 'CodeIgniter', 'WordPress', 'Wordpress Theme', 'Wordpress Plugin', 'iOS Development', 'Android']"
1799,$90k+,"Web App Developer, Automation and Tools (Ruby on Rails)","1,652",53,$55.00,"['Ruby on Rails', 'CSS', 'JavaScript', 'Heroku', 'Git', 'Sass']"
1800,$30k+,Tech Support / Customer Representative,"3,600",3,$13.00,
1801,$20k+,"Naming Specialist, Expert Writer, Brand Consultant",285,25,$150.00,"['Copywriting', 'Brand Consulting', 'Communications', 'Brand Management', 'Writing', 'Editorial Writing', 'Creative Writing', 'Screenwriting', 'Social Media Management', 'Brand Marketing']"
1802,$10k+,Mechanical Engineer,700,27,$31.25,"['CNC Programming', 'SolidWorks', '3D Design', 'Arduino', 'Android App Development', '3D Printing', 'Electronics', 'ESP8266', 'Internet of Things', 'Microcontroller Design']"
1803,$7k+,Xero Bookkeeper,314,13,$49.00,"['Bookkeeping', 'Xero', 'Microsoft Excel', 'Mathematics', 'Microsoft Word', 'Google Docs', 'Virtual Assistant']"
1804,$9k+,Experienced Accounting Professional,435,14,$25.00,"['Financial Analysis', 'Financial Reporting', 'Accounting', 'Cost Accounting', 'Financial Forecasting', 'Intuit QuickBooks']"
1805,$10k+,"Responsive Web Design Bootstrap, Zurb Foundation, PHP & Laravel Expert",321,23,$50.00,"['Zurb Foundation', 'HTML5', 'CSS3', 'Mobile UI Design', 'Responsive Web Design', 'Laravel Framework', 'User Experience Design', 'Bootstrap', 'Web Design', 'PHP']"
1806,$10k+,"Grant Writer, Editor",202,8,$65.00,"['Editing', 'Copyediting', 'Research', 'Grant Writing', 'Writing', 'Cover Letter Writing', 'Research Papers']"
1807,$50k+,Web Content and Blog Writer,,,$35.00,
1808,$100k+,Web & App Development | IT Infrastructure | Game Development,943,11,$69.00,"['HTML', 'HTML5', 'HTML5 Canvas', 'PHP', 'phpMyAdmin', 'Java', 'JavaScript', 'jQuery', 'Unity', 'Adobe Photoshop']"
1809,$20k+,"Copy Editing, Proofreading, and Copywriting Pro",337,29,$26.00,"['Proofreading', 'Copyediting', 'Copywriting', 'Blog Writing', 'Ghostwriting', 'Fiction Writing', 'Technical Editing', 'Business Writing', 'Data Entry', 'Virtual Assistant']"
1810,$100k+,"US & UK Attorney (Contracts, IP, Research)","1,093",70,$115.00,"['Contract Law', 'Patent Law', 'Trademark Consulting', 'Contract Drafting', 'Intellectual Property Law', 'Corporate Law', 'Employment Law', 'Non-Disclosure Agreements', 'Legal Consulting']"
1811,$100k+,Lead UI & UX Designer for Web & Mobile Apps,"1,330",53,$275.00,"['User Interface Design', 'Web Design', 'Interaction Design', 'iPhone UI Design', 'User Experience Design']"
1812,$100k+,"Skilled SEO writer of blogs, articles, and web pages.","6,817",192,$30.00,"['Search Engine Optimization (SEO)', 'Creative Writing', 'Blog Writing', 'Article Writing', 'Article Rewriting', 'Marketing Strategy']"
1813,,Data Entry and Lead Gen Expert,"5,763",127,$30.00,
1814,,Infusionsoft - Marketing Automation - No Copywriting,,,,"['LeadPages', 'ClickFunnels', 'InfusionSoft Marketing', 'Marketing Automation', 'Project Management', 'WordPress', 'Infusionsoft Development', 'Infusionsoft Administration', 'MailChimp', 'Graphic Design']"
1815,$200k+,"Best Selling Author, Marketing Consultant, Life Coach and Entrepreneur","3,081",736,$30.00,"['Internet Marketing', 'Copyediting', 'Copywriting', 'Ghostwriting', 'eBook Writing', 'Blog Writing', 'Journalism Writing', 'Marketing Strategy', 'Administrative Support']"
1816,$50k+,Highly experienced editor and copywriter,451,278,$80.00,"['Copywriting', 'Copyediting', 'Marketing Strategy', 'Content Writing', 'Non-Fiction Writing', 'Comedy Writing']"
1817,$30k+,PR Pro and Social Media Marketer - Top 10 Percent on oDesk,"1,217",25,$45.00,"['Google AdWords', 'Social Media Marketing', 'Internet Marketing', 'Media Relations', 'Public Relations', 'Blog Writing', 'Blog Development', 'Google Analytics']"
1818,$400k+,"Business Developer, Marketing Strategist, Content Writer, Remote CMO","8,471",632,$148.89,"['Content Writing', 'Copywriting', 'Blog Writing', 'Business Writing', 'Creative Writing', 'Article Writing', 'Lead Generation', 'Business Planning', 'Sales', 'Recruiting']"
1819,$70k+,"Photographer, Graphic Designer, Content Creating Guru","1,523",164,$25.00,"['Microsoft PowerPoint', 'Final Draft', 'Adobe Photoshop', 'Adobe Creative Suite', 'Adobe Dreamweaver', 'Marketing Strategy', 'Social Media Marketing', 'Adobe Premiere Pro', 'Final Cut Pro', 'Adobe After Effects']"
1820,$40k+,Dental Insurance/Billing/Administrative Assistant,"3,749",4,$18.00,"['Dental Technology', 'Insurance Consulting']"
1821,$60k+,Data Engineer/Machine Learning Expert,263,8,$150.00,"['Amazon Web Services', 'Machine Learning', 'Python', 'Big Data', 'Artificial Intelligence', 'Artificial Neural Networks']"
1822,$30k+,Google Ads (Adwords) Business Manager & Consultant (Certified),735,37,$40.00,"['Google AdWords', 'Search Engine Marketing (SEM)', 'Marketing Strategy', 'Landing Pages', 'Pay Per Click Advertising', 'Social Media Marketing', 'Conversion Rate Optimization', 'Web Design']"
1823,$4k+,"Date Entry, Virtual Assistant Specialist",384,31,$12.00,"['Microsoft Excel', 'Microsoft Word', 'Google Docs', 'Google Spreadsheets', 'Google Calendar Development']"
1824,$40k+,Freelancer,"1,959",4,$20.00,
1825,$7k+,Online Learning Specialist and Digital Content Creator,255,14,$30.00,"['Microsoft Office', 'Blackboard', 'Camtasia', 'WordPress', 'Weebly', 'Tumblr', 'Canva', 'Copyediting']"
1826,$9k+,Graphic Designer | Virtual Assistant | Blog Manager,,,$30.00,
1827,$40k+,Senior Web & UI/UX Designer,646,22,$62.50,"['Mobile UI Design', 'User Interface Design', 'Frontend Development', 'User Experience Design', 'Logo Design', 'HTML5', 'CSS3', 'Adobe Photoshop', 'GUI Design']"
1828,$20k+,"Finance/Tech Writer, Excel/VBA Developer",735,38,$40.00,"['Excel VBA', 'Writing']"
1829,$10k+,"Experienced Writer specializing in Marketing, Web, Email copy",,,$35.00,
1830,$40k+,Sales and Marketing Extraordinaire,"2,626",45,$22.22,"['Marketing Strategy', 'Search Engine Optimization (SEO)', 'Email Marketing', 'Sales', 'Outbound Sales', 'Affiliate Marketing', 'Telemarketing', 'Direct Marketing', 'Inbound Marketing', 'Facebook Marketing']"
1831,$8k+,Multimedia Artist and After Effects Artist,364,39,$15.00,"['3D Animation', 'Motion Graphics', 'Adobe Creative Suite', 'Video Editing', 'Animation', 'Adobe After Effects', 'Adobe Premiere', 'Adobe Photoshop']"
1832,$20k+,"Expert author, editor, curriculum developer, and ESL instructor.","1,072",27,$35.00,"['Copywriting', 'Copyediting', 'Article Writing', 'Article Spinning', 'English Tutoring', 'Research Papers', 'Creative Writing', 'Internet Research']"
1833,$100k+,"Rare Cold Caller, Closer and Performer. Proven track record.","7,092",21,$22.22,"['Sales', 'Outbound Sales', 'Customer Service']"
1834,$10k+,2D Digital Artist,770,11,$18.00,"['Concept Artistry', 'Digital Painting', '2D Design']"
1835,$30k+,Solution Architect,755,17,$50.00,"['PHP', 'HTML5', 'Orace OBIEE Plus', 'Node.js', 'CSS', 'Project Management', 'Business Intelligence', 'SQL Server Integration Services (SSIS)', 'Data Warehousing']"
1836,$70k+,Expert in Web Development and Server Management,"1,788",70,$125.00,"['PHP', 'MySQL Administration', 'Linux System Administration', 'Laravel Framework', 'Magento', 'CPanel', 'Web Programming', 'MySQL Programming', 'Software QA Testing', 'Object Oriented PHP']"
1837,$100k+,Results-Driven Senior Technology Sales Executive,"1,005",16,$125.00,"['Sales', 'Account Management', 'Business Development', 'Management Skills', 'Startup Consulting', 'SaaS', 'Enterprise Software', 'Commercial Lending', 'Big Data']"
1838,$200k+,"Writer, Copyeditor, Resumes/Cover Letters","15,534",21,$18.89,"['Article Writing', 'Biography Writing', 'Content Writing', 'Creative Writing', 'Cover Letter Writing', 'Essay Writing', 'Editorial Writing', 'Editing', 'Technical Editing', 'Proofreading']"
1839,$80k+,"Phone Support Inbound & Outbound, Live Chat Operator, Email Management","9,838",12,$15.00,"['Customer Service', 'Live Chat Operator', 'Chat Support', 'Email Handling', 'Internet Research', 'Social Media Management', 'Microsoft Word', 'Microsoft Excel', 'Microsoft PowerPoint', 'Google Docs']"
1840,$200k+,Sr. Web Developer,"6,551",17,$45.00,"['PHP', 'C#', 'VB.NET', 'MySQL Administration', 'CakePHP', 'Yii', 'Smarty', 'Object Oriented Design', 'Microsoft SQL Server Programming', 'Microsoft Visual C++']"
1841,,Public Relations Specialist,,,,"['Media Relations', 'Public Relations', 'Event Planning', 'Strategic Planning', 'Copywriting']"
1842,$100k+,Investment & Operations Advisory,"2,899",108,$70.00,"['Strategic Planning', 'Venture Capital Consulting', 'Business Planning', 'Business Development', 'Business Proposal Writing', 'Startup Consulting', 'Business Coaching', 'Sales Management', 'Business Continuity Planning']"
1843,$100k+,"Customer Service, Calls, Data Entry","7,727",3,$15.00,
1844,$50k+,Senior iOS Developer,712,8,$125.00,"['Swift', 'Objective-C', 'Product Management', 'Mobile App Development', 'iOS Development', 'Laravel Framework', 'Deep Learning']"
1845,,Results In 30-40 Days Our SEO Produce Traffic Not Just Rankings,,,,"['Search Engine Optimization (SEO)', 'Google+', 'Marketing Strategy', 'On-Page Optimization', 'Off-page Optimization', 'SEO Audit', 'SEO Backlinking', 'SEO Keyword Research', 'SEO Writing', 'Google AdWords']"
1846,$20k+,Full-Stack Web Developer for Your SaaS MVP,328,11,$95.00,"['Ruby on Rails', 'React.js', 'Agile Software Development', 'Test Driven Development', 'SQL', 'NoSQL', 'Amazon Web Services', 'AWS Lambda']"
1847,$80k+,"python programming, data analysis and processing","1,561",42,$55.00,"['Python', 'Perl', 'C', 'C++', 'Machine Learning', 'Apache Administration', 'Linux System Administration', 'MySQL Administration', 'PostgreSQL Administration', 'Java']"
1848,$10k+,Salesforce Guru,386,41,$65.00,
1849,$20k+,"Transcriptionist, Medical Billing, Data Entry","1,793",46,$13.75,
1850,$10k+,Health Education Writer,266,1,$50.00,"['Content Writing', 'Writing']"
1851,$10k+,3D Artist and Motion Graphics Designer,315,15,$35.00,"['3D Modeling', '3D Animation', '3D Rendering', 'Motion Graphics', 'WebGL', 'Responsive Web Design', 'Graphic Design']"
1852,$80k+,Senior UI/ UX Designer,"1,428",57,$60.00,"['GUI Design', 'User Experience Design', 'User Interface Design', 'Typography', 'iPhone UI Design', 'Rapid Prototyping', 'Mobile UI Design', 'Product Management', 'Sketch', 'Adobe XD']"
1853,$30k+,Sales and Marketing Consultant,"1,189",2,$31.25,['Sales Presentations']
1854,$5k+,Full Stack Web Developer & WordPress Expert,220,2,$25.00,"['WordPress', 'JavaScript', 'CSS3', 'Adobe Photoshop', 'User Experience Design', 'User Interface Design', 'React.js', 'Express Js', 'MongoDB', 'Node.js']"
1855,$10k+,"Financial Analyst and Business Advisor - M&A, Start-Ups, Real Estate",259,35,$50.00,"['Microsoft Excel', 'Financial Modeling', 'Financial Analysis', 'Accounting', 'VBA', 'ArcGIS', 'Business Valuation', 'Corporate Finance', 'Python', 'Tableau Software']"
1856,$10k+,Data Specialist,653,2,$25.00,['Microsoft Excel']
1857,,Experienced Programmer and Hardware Designer,,,,"['Circuit Design', 'PCB Design', 'C', 'Python', 'Analog Electronics', 'Digital Electronics', 'Embedded Systems', 'Altium Designer', 'Field-Programmable Gate Array (FPGA)', 'VHDL']"
1858,,Animator / Illustrator,,,,"['Animation', 'Motion Graphics', 'Video Editing', 'Video Production', 'Illustration', 'Adobe Photoshop', 'Adobe Illustrator', 'Autodesk Maya', 'Adobe After Effects', 'Character Animation']"
1859,,Video Editor,,,,"['Adobe Premiere', 'Adobe After Effects', 'Adobe Audition', 'Adobe Photoshop', 'Ableton Live']"
1860,$8k+,Founder and CEO,243,6,$50.00,"['CRM', 'PHP', 'MySQL Administration', 'Autodesk Autocad Civil3D', 'Translation English Portuguese', 'Translation Portuguese English', 'Electrical Engineering']"
1861,,Graphic Illustrations,,,,"['Caricature Drawing', 'Adobe Illustrator', 'Logo Design', 'Character Design', 'Concept Artistry', 'Voice Talent', '3D Modeling']"
1862,$10k+,Data Entry & Web Research Expert with Admin Support,399,75,$37.50,"['Administrative Support', 'Data Entry', 'Internet Research', 'PDF Conversion', 'Typing', 'Microsoft Word', 'Microsoft Excel', 'Transcription']"
1863,$90k+,Medical Writer with an MD,"2,245",21,$55.56,"['Medical Writing', 'Scientific Writing', 'Blog Writing', 'Creative Writing']"
1864,,"Sales and Marketing, Business Development, and Social Media Marketing",,,,"['Email Marketing', 'Social Media Management', 'Social Networking Development', 'HootSuite', 'Sales', 'Social Media Marketing', 'Social Media Optimization (SMO)', 'Facebook Marketing', 'Account Management', 'Business Development']"
1865,$10k+,Project Manager with Web Design and QA Experience.,884,3,$25.00,"['Project Management', 'Software QA Testing', 'Manual Test Execution', 'Functional Testing', 'Performance Testing', 'Usability Testing', 'Regression Testing', 'Web Testing', 'Mobile App Testing', 'Web Design']"
1866,$80k+,Administrative Assistant,"7,647",15,$11.11,"['Data Entry', 'Customer Support', 'Customer Service', 'Sales', 'Market Research', 'Affiliate Marketing', 'Social Media Marketing', 'Call Handling', 'Call Center Management', 'Cold Calling']"
1867,,Local SEO Expert | Digital Marketing Strategist,,,,"['Startup Consulting', 'Google AdWords', 'Business Analysis', 'Content Management', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Facebook Marketing', 'Email Marketing', 'Link Building', 'On-Page Optimization']"
1868,,Website Design and Development - Specialist,,,,"['Magento', 'Laravel Framework', 'WordPress', 'Wordpress Plugin', 'Wordpress Theme', 'Woocommerce', 'PHP', 'MySQL Programming', 'MongoDB', 'API Development']"
1869,$30k+,Freelance Paralegal and Legal Support,"1,518",33,$25.00,"['Intuit QuickBooks', 'Paralegal Services', 'Legal Writing', 'Themis Solutions Clio', 'Microsoft Office', 'Invoicing', 'Management Skills', 'Virtual Assistant', 'Executive Assistant', 'Legal Assistance']"
1870,$50k+,Research Historian and Writer,948,29,$60.00,"['Editing', 'Writing', 'Research', 'Academic Writing', 'Article Writing', 'Technical Writing']"
1871,$10k+,Medical Writer and Researcher,347,13,$50.00,"['Customer Support', 'Medical Writing', 'Microsoft Active Directory', 'Hardware Troubleshooting', 'Medical Records Research', 'Epic Systems Medical Software', 'Curriculum Development']"
1872,$20k+,Experienced Virtual Office Support,816,2,$55.00,"['Microsoft Word', 'Microsoft Excel', 'Intuit QuickBooks', 'Pipedrive', 'Shopify', 'Google Docs', 'Wave Accounting', 'Salesforce.com', 'Customer Service', 'Accounting']"
1873,$10k+,Accountant | Appfolio | Quickbooks | Xero | Freshbooks | Data Entry,208,57,$45.00,"['Excel VBA', 'Accounting', 'Microsoft Excel', 'Data Entry', 'Internet Research', 'Marketing Research', 'Virtual Assistant', 'English', 'Intuit QuickBooks', 'Xero']"
1874,$10k+,"Comic Book Artist, Web Developer",401,17,$35.00,"['Comic Art', 'Book Cover Design', 'Cover Design', 'WordPress', 'HTML', 'HTML5', 'PHP', 'Website Development', 'Web Design']"
1875,$5k+,Social Media Strategist.,281,10,$20.00,"['Adobe Premiere', 'Adobe Photoshop', 'Internet Research', 'Transcription', 'Social Media Management', 'Twitter Marketing', 'Facebook Marketing', 'Video Editing', 'Instagram Marketing', 'Website Development']"
1876,$8k+,Economic and Statistical Analyst,666,2,$18.00,"['Data Visualization', 'Microsoft Excel', 'IBM SPSS', 'Data Entry', 'Data Analytics', 'Economic Analysis', 'Stata', 'SAS', 'Tableau Software', 'Python']"
1877,$1k+,Telemarketer/Transcriptionist,203,15,$12.50,"['Transcription', 'Data Entry', 'Virtual Assistant', 'Subtitling', 'Voice Over American Accent', 'ESL Teaching']"
1878,$7k+,BI/DWH technical architect,267,5,$27.00,"['Microsoft SQL SSRS', 'SQL Server Integration Services (SSIS)', 'Microsoft SQL SSAS', 'Microsoft Power BI', 'Microsoft SQL Server Administration', 'SQL Programming', 'SQL Azure', 'Tableau Software']"
1879,$2k+,Admin Support,390,26,$10.00,"['Data Entry', 'Data Mining', 'Web Scraping', 'Internet Research', 'Administrative Support', 'Lead Generation', 'Microsoft Excel', 'Microsoft Word', 'PDF Conversion', 'Virtual Assistant']"
1880,,"Web Developer. Front, Back, DB, Wordpress, Silverstripe.",,,,"['HTML5', 'CSS3', 'JavaScript', 'PHP', 'MySQL Administration', 'Microsoft SQL Server Programming', 'ColdFusion', 'Tortoise SVN', 'Git', 'CMS Development']"
1881,$50k+,IRS Enrolled Agent. Tax and Bookkeeping Professional,"1,080",148,$50.00,"['Tax Preparation', 'Bookkeeping', 'Intuit QuickBooks', 'Corporate Taxes', 'IRS Income Tax Audits', 'Financial Reporting', 'Business Consulting']"
1882,$40k+,Podcast Editor/Audio Engineer,"1,855",80,$20.00,"['Audio Editing', 'Audio Post Production', 'Audio Production', 'Audio Mixing', 'Adobe Audition']"
1883,$7k+,"Expert Blog and Article Writer, Marketer, and Outreach Manager",602,17,$40.00,"['Editing', 'Blog Writing', 'Article Writing', 'SEO Writing', 'Copywriting', 'Social Network Administration', 'Internet Research', 'HTML', 'CSS', 'Virtual Assistant']"
1884,$50k+,Health and Wellness Expert 5 Star,"4,446",24,$25.00,"['Data Entry', 'Administrative Support', 'Virtual Assistant', 'Customer Support', 'Research', 'Physical Fitness', 'Medical Informatics', 'Medical Writing', 'EHealth', 'Nutrition']"
1885,$50k+,Professional results in a timely fashion.,336,80,$31.25,"['Watercolor Painting', 'Illustration', 'Drawing', 'Realist Painting', 'Book Cover Design']"
1886,$10k+,Musician/Producer/Audio Engineer/Video Editor/Composer/Voice/Writer.,236,121,$25.00,"['Songwriting', 'Voice Over', 'Audio Mastering', 'FL Studio', 'Adobe After Effects', 'Musical Composition', 'Writing', 'Spanish', 'Music Producing', 'Video Editing']"
1887,$70k+,"Expert in PHP, MySQL, Joomla, CiviCRM and Zen Cart","1,363",111,$85.00,"['CiviCRM', 'Joomla', 'WordPress', 'Drupal', 'PHP', 'BigCommerce', 'HTML', 'ColdFusion', 'SQL Programming', 'JavaScript']"
1888,$10k+,Podcast and Audio Editor/Writer and Voice Overs,731,25,$50.00,"['ColdFusion', 'HTML', 'HTML5', 'JavaScript', 'SQL', 'jQuery', 'Audio Editing', 'AJAX']"
1889,$7k+,PC Support Technician / Network Administrator,301,8,$30.00,"['Microsoft Server', 'Network Administration', 'Helpdesk', 'Microsoft Hyper V', 'Microsoft SQL Server Administration', 'IT Management', 'Microsoft Exchange Server', 'Microsoft Excel', 'Microsoft Word']"
1890,$10k+,"Ecommerce Admin Support. Data Entry Specialist, Excel/CSV/Word.","2,833",47,$12.50,"['Data Entry', 'Microsoft Excel', 'Data Cleansing', 'SQL', 'Editing', 'Data Mining', 'Microsoft Word', 'Adobe PDF', 'Photo Editing', 'Image Editing']"
